,Unnamed: 0,placekey,safegraph_place_id,parent_placekey,parent_safegraph_place_id,location_name,street_address,city,region,postal_code,safegraph_brand_ids,brands,date_range_start,date_range_end,raw_visit_counts,raw_visitor_counts,visits_by_day,poi_cbg,visitor_home_cbgs,visitor_daytime_cbgs,visitor_country_of_origin,distance_from_home,median_dwell,bucketed_dwell_times,related_same_day_brand,related_same_month_brand,popularity_by_hour,popularity_by_day,device_type
28273,28306,223-222@63s-ws5-tvz,sg:34d7be6d21274a1cb612f88d6ff316c5,,,Staples,1631 Wesel Blvd,Hagerstown,MD,21740,SG_BRAND_a4d18fc84a927940d1294e253001ce3d,Staples,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,217,185,"[4,8,15,1,7,9,9,5,8,8,7,8,10,6,11,9,7,4,5,4,7,10,9,6,4,2,8,4,11,11]",240430009003,"{""240430113021"":9,""240430112011"":7,""240430108012"":5,""240430111002"":4,""240430107003"":4,""420550116003"":4,""240430109004"":4,""540039711011"":4,""420550116001"":4,""240430104002"":4,""540039717004"":4,""130390103022"":4,""420550119003"":4,""240430001001"":4,""420550121001"":4,""240430115001"":4,""540039714003"":4,""240430113013"":4,""121270908052"":4,""240430111003"":4,""240430010013"":4,""240430008003"":4,""240430002001"":4,""240430104004"":4,""240430109002"":4,""240430114001"":4,""240430003012"":4,""420550118002"":4,""240430010012"":4,""540039713004"":4,""240430103001"":4,""240010020003"":4,""240430009002"":4,""240430116001"":4,""420430238003"":4,""420270125001"":4,""540039711024"":4,""240430109001"":4,""240430009003"":4,""240430103003"":4,""240430010023"":4,""240430108011"":4,""420550117002"":4}","{""240430113021"":9,""240430108011"":8,""240430009003"":7,""240430010023"":5,""240430103001"":5,""240430108022"":4,""240430105001"":4,""540039720003"":4,""240430010011"":4,""240430114002"":4,""240430115001"":4,""121270908052"":4,""240430005002"":4,""540039713004"":4,""240430108012"":4,""240430003012"":4,""240217510031"":4,""240430113013"":4,""240430116001"":4,""540039711024"":4,""240430112011"":4,""420430238003"":4,""420550116001"":4,""240430112012"":4,""240430006011"":4,""420550116003"":4,""420550107001"":4,""291833120941"":4,""240430114001"":4,""240430009002"":4,""240338001021"":4,""420550118002"":4,""540039714003"":4,""240430116002"":4,""240430103003"":4,""240430104002"":4,""540039719005"":4}","{""US"":184}",10515.0,10.0,"{""<5"":8,""5-10"":110,""11-20"":46,""21-60"":49,""61-120"":4,""121-240"":0,"">240"":0}","{""Haggar"":25,""Tractor Supply Co."":25,""Wendy's"":24,""GameStop"":22,""Food Lion"":16,""Big Lots Stores"":16,""Dollar General"":15,""2nd and Charles"":14,""Sheetz"":14,""Taco Bell"":13,""Fresenius Kidney Care"":12,""Tuesday Morning"":11,""Sam's Club"":11,""BP"":9,""Comfort Suites"":9}","{""Sheetz"":72,""Walmart"":52,""McDonald's"":51,""Lowe's"":49,""Dollar General"":41,""Exxon Mobil"":36,""Sam's Club"":33,""Chick-fil-A"":32,""Wendy's"":29,""CVS"":28,""Martin's Foods"":28,""Dunkin'"":27,""Target"":25,""Simon mall"":25,""Fresenius Kidney Care"":25,""Dollar Tree"":23,""Burger King"":22,""Taco Bell"":22,""Walgreens"":20,""The Home Depot"":19}","[0,0,0,0,0,0,0,0,12,16,27,27,23,24,28,30,27,19,15,12,0,2,0,0]","{""Monday"":22,""Tuesday"":31,""Wednesday"":26,""Thursday"":41,""Friday"":45,""Saturday"":36,""Sunday"":16}","{""android"":100,""ios"":86}"
32283,32318,227-222@63s-wsc-mzf,sg:a5cf07cd11da4e4e8414f269df9367d0,,,Rick's Auto Service,505 S Burhans Blvd,Hagerstown,MD,21740,,,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,1,1,"[0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",240430009003,{},{},{},,47.0,"{""<5"":0,""5-10"":0,""11-20"":0,""21-60"":1,""61-120"":0,""121-240"":0,"">240"":0}",{},"{""Microtel Inn and Suites"":100,""Super 8"":100}","[0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0]","{""Monday"":0,""Tuesday"":0,""Wednesday"":0,""Thursday"":0,""Friday"":0,""Saturday"":0,""Sunday"":1}","{""android"":0,""ios"":4}"
39184,39228,zzw-222@63s-whf-5zz,sg:25be094982f147f88ff4c43604098ec7,,,Adam Grahn DPM,11110 Medical Campus Rd,Robinwood,MD,21742,,,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,73,51,"[4,3,0,4,2,1,1,3,0,1,1,2,3,5,4,2,0,1,2,10,2,4,1,1,0,2,3,7,4,0]",240430112013,"{""240217522043"":5,""540379723001"":5,""540039711011"":4,""240430105001"":4,""240430112022"":4,""360979503002"":4,""540039720005"":4,""371419202022"":4,""540039716001"":4,""421330240021"":4,""240217506001"":4,""420579601003"":4,""540659707002"":4,""240217529002"":4}","{""240217506001"":4,""240430109001"":4,""540039711011"":4,""540379723001"":4,""240430116001"":4,""360979503002"":4,""240430112022"":4,""240430106001"":4,""240430112013"":4}","{""US"":49}",21259.0,8.0,"{""<5"":9,""5-10"":35,""11-20"":7,""21-60"":13,""61-120"":3,""121-240"":3,"">240"":3}","{""Fresenius Kidney Care"":67,""BP"":24}","{""Fresenius Kidney Care"":72,""Sheetz"":56,""Walmart"":37,""Dollar General"":32,""McDonald's"":30,""Lowe's"":28,""Exxon Mobil"":25,""Sam's Club"":24,""Dollar Tree"":24,""Chick-fil-A"":20,""BP"":20,""Dunkin'"":20,""Martin's Foods"":20,""Burger King"":18,""Olive Garden"":18,""Taco Bell"":17,""Walgreens"":17,""Arby's"":17,""Tractor Supply Co."":16,""Simon mall"":16}","[0,0,0,0,0,2,5,4,7,11,11,11,11,10,7,16,5,5,10,1,1,1,1,0]","{""Monday"":8,""Tuesday"":17,""Wednesday"":15,""Thursday"":19,""Friday"":6,""Saturday"":2,""Sunday"":6}","{""android"":19,""ios"":36}"
41129,41177,222-222@63s-wgg-3dv,sg:d95eddbd7ce2455b91c40cd9f435938a,,,Myers Motors,20523 Leitersburg Pike,Hagerstown,MD,21742,,,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,5,5,"[0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0]",240430102002,"{""240430114002"":4}","{""420550125012"":4,""420550121001"":4}","{""US"":6}",,10.0,"{""<5"":0,""5-10"":3,""11-20"":0,""21-60"":0,""61-120"":1,""121-240"":0,"">240"":1}",{},"{""Sheetz"":59,""CVS"":55,""Lowe's"":35,""Dollar General"":33,""Fulton Bank"":20,""Martin's Foods"":20,""Rutter's Farm Stores"":20,""The UPS Store"":20,""Turkey Hill"":20,""TGI Fridays"":20,""True Value Hardware"":20,""Super 8"":20,""Ollie's Bargain Outlet"":20,""Courtyard by Marriott"":20,""Hardee's"":19,""Ace Hardware"":19,""Cracker Barrel"":18,""Applebee's"":18,""Olive Garden"":18,""Sunoco"":17}","[0,0,0,0,0,0,0,0,0,1,1,1,3,1,1,1,1,2,1,0,0,0,0,0]","{""Monday"":0,""Tuesday"":2,""Wednesday"":1,""Thursday"":2,""Friday"":0,""Saturday"":0,""Sunday"":0}","{""android"":4,""ios"":4}"
42186,42234,22m-222@63s-whr-7yv,sg:376645fe07d241e2ae39ad3e5dbae224,,,City Chapel,112 E North Ave,Hagerstown,MD,21740,,,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,103,57,"[6,3,4,1,2,1,2,3,7,2,2,2,4,5,5,4,3,3,2,3,2,2,6,8,1,1,5,5,6,3]",240430005002,"{""240430005002"":7,""240430112021"":4,""240430006012"":4,""240430006011"":4,""420579603002"":4,""240430008003"":4,""240430108022"":4,""240430109002"":4,""240430005003"":4}","{""240430005002"":6,""240430104001"":4,""240430107002"":4,""240430103002"":4,""240430006011"":4,""240430111001"":4,""240430104002"":4,""240430108022"":4}","{""US"":40}",5332.0,64.0,"{""<5"":0,""5-10"":21,""11-20"":9,""21-60"":18,""61-120"":21,""121-240"":18,"">240"":16}","{""Primanti Bros."":50,""McDonald's"":36,""Exxon Mobil"":24}","{""Sheetz"":32,""McDonald's"":18,""Exxon Mobil"":17,""Wendy's"":17,""Sam's Club"":13,""Lowe's"":12,""Dollar Tree"":12,""Walmart"":12,""Family Dollar Stores"":11,""Dollar General"":11,""Chick-fil-A"":10,""Martin's Foods"":10,""CVS"":10,""Dunkin'"":10,""International Trucks"":10,""ROCS"":9,""M&T Bank"":9,""Mission BBQ"":9,""Weis Markets"":9,""Noodles & Company"":9}","[9,8,8,8,8,7,8,9,8,14,14,13,18,21,19,18,19,18,24,12,18,30,24,19]","{""Monday"":7,""Tuesday"":13,""Wednesday"":14,""Thursday"":22,""Friday"":23,""Saturday"":17,""Sunday"":7}","{""android"":31,""ios"":21}"
46453,46503,zzz-222@63s-whq-bx5,sg:b07273aca97046b58d42bb2a99a87220,,,Municipal Stadium,274 Memorial Blvd E,Hagerstown,MD,21740,,,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,196,122,"[4,2,6,0,3,10,5,12,6,5,0,1,2,9,5,4,3,4,2,2,3,3,1,5,12,45,3,24,2,13]",240430006022,"{""240430113021"":6,""240430109001"":5,""240430006022"":5,""540039712011"":4,""240217512023"":4,""240430105003"":4,""240430113013"":4,""240430108012"":4,""540039711011"":4,""240217513021"":4,""420550104001"":4,""240430106001"":4,""240430104002"":4,""240430008003"":4,""240217519013"":4,""240430113011"":4,""240430010012"":4,""240430111002"":4,""240430102003"":4,""240430002001"":4,""240430112021"":4}","{""240430104002"":6,""240430113011"":5,""540039716002"":4,""240430111003"":4,""240430004001"":4,""240430112013"":4,""240430006022"":4,""240430009002"":4,""240430109001"":4,""240010012002"":4,""540039711011"":4,""240430108021"":4,""240430008003"":4,""420550109001"":4,""240430103002"":4,""240430002001"":4,""240430113021"":4,""420550119003"":4,""240430006021"":4,""240430105002"":4,""240217520011"":4,""240430101001"":4,""515102019001"":4,""240430107002"":4,""240430108022"":4,""240430105003"":4}","{""US"":112}",9965.0,37.0,"{""<5"":5,""5-10"":35,""11-20"":29,""21-60"":46,""61-120"":48,""121-240"":23,"">240"":10}","{""Merrill Lynch"":33,""Pizza Hut"":25,""Giant Food Stores"":10}","{""Sheetz"":59,""McDonald's"":38,""Chick-fil-A"":31,""Walmart"":31,""Exxon Mobil"":30,""Dollar General"":27,""Martin's Foods"":21,""Lowe's"":20,""Texas Roadhouse"":20,""Wendy's"":20,""CVS"":19,""Simon mall"":19,""Dunkin'"":19,""Burger King"":18,""Taco Bell"":17,""Mission BBQ"":16,""Roy Rogers"":13,""Sunoco"":13,""Walgreens"":13,""Popeyes Louisiana Kitchen"":13}","[3,3,2,2,2,3,7,9,5,10,11,15,19,22,24,24,27,44,62,53,38,16,11,4]","{""Monday"":51,""Tuesday"":17,""Wednesday"":41,""Thursday"":26,""Friday"":26,""Saturday"":19,""Sunday"":16}","{""android"":50,""ios"":70}"
46567,46617,zzw-222@63s-whh-k9f,sg:bd044617aa9442a3881ae42f97316ec9,,,Capitol Building Supply,1225 Maryland Ave,Hagerstown,MD,21740,SG_BRAND_8d0bf6d3339e4a9cc597cb57573f332b,Capitol Building Supply,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,96,20,"[3,3,3,0,2,4,2,5,4,2,0,6,5,6,6,3,0,0,6,3,3,5,3,2,0,5,3,4,4,4]",240430010011,"{""240430115002"":4,""240430104001"":4,""540659707003"":4}","{""240430108022"":4,""240430004003"":4,""240430010022"":4,""240430103002"":4,""240430105003"":4}","{""US"":16}",17707.0,12.0,"{""<5"":4,""5-10"":39,""11-20"":23,""21-60"":19,""61-120"":8,""121-240"":3,"">240"":0}","{""Dollar Tree"":99,""Subway"":99}","{""Sheetz"":69,""McDonald's"":55,""Lowe's"":50,""Dollar General"":43,""Walmart"":37,""Exxon Mobil"":31,""Wendy's"":29,""Subway"":28,""The Home Depot"":24,""Taco Bell"":24,""Popeyes Louisiana Kitchen"":23,""Starbucks"":22,""Martin's Foods"":20,""Burger King"":20,""Pilot Flying J"":19,""Target"":18,""Sam's Club"":17,""Dunkin'"":16,""Mission BBQ"":15,""Baskin Robbins"":14}","[1,1,0,0,0,22,29,5,5,8,8,14,10,7,12,13,11,5,2,0,0,0,0,0]","{""Monday"":19,""Tuesday"":15,""Wednesday"":15,""Thursday"":23,""Friday"":17,""Saturday"":7,""Sunday"":0}","{""android"":11,""ios"":6}"
49535,49589,22v-222@63s-whj-92k,sg:c00570ab5e1a4430b6116c8b76369276,,,Marshall Automotive,825 S Potomac St,Hagerstown,MD,21740,,,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,6,6,"[0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0]",240430008003,"{""420550122001"":4,""420550119004"":4,""240430112011"":4}","{""240430111003"":4,""240430112011"":4}","{""US"":4}",10358.0,24.5,"{""<5"":0,""5-10"":0,""11-20"":1,""21-60"":4,""61-120"":0,""121-240"":1,"">240"":0}",{},"{""McDonald's"":68,""Sheetz"":66,""Simon mall"":65,""TangerOutlets"":50,""Burger King"":45,""Crocs"":33,""Martin's Foods"":33,""Duluth Trading"":33,""Wingate by Wyndham"":33,""Fresenius Kidney Care"":33,""Quality Inn"":33,""Pilot Flying J"":32,""RaceTrac"":32,""Denny's"":32,""Sam's Club Fuel Center"":32,""Zaxby's"":32,""Popeyes Louisiana Kitchen"":31,""Kohl's"":31,""United States Postal Service (USPS)"":31,""Speedway"":31}","[0,0,0,0,0,0,0,0,0,2,2,0,1,1,1,2,1,0,0,0,0,0,0,1]","{""Monday"":1,""Tuesday"":0,""Wednesday"":0,""Thursday"":0,""Friday"":1,""Saturday"":4,""Sunday"":0}","{""android"":11,""ios"":0}"
50794,50848,224-222@63s-wgy-v75,sg:2eeec982c1b0406489ea1beb33d91557,zzw-222@63s-wgy-vj9,sg:7992b2fa79bd4128b2a074e292b3f181,Purdue University Global,18618 Crestwood Dr,Fountainhead-Orchard Hills,MD,21742,,,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,277,55,"[1,3,0,0,4,1,4,6,7,2,0,23,19,13,11,18,2,0,18,18,14,15,9,0,0,21,18,15,20,15]",240430103001,"{""240430103003"":6,""240430001001"":5,""240430109001"":5,""240430105001"":4,""540039721024"":4,""240430115001"":4,""240430106001"":4,""240430003022"":4,""540379722012"":4,""240217529002"":4,""540379722031"":4,""240430116002"":4,""240430103002"":4}","{""240430103001"":7,""240430109001"":4,""240430003011"":4,""540039721024"":4,""240430103003"":4,""240430003022"":4,""240430103002"":4,""420550114001"":4,""240430002002"":4,""240430001001"":4}","{""US"":53}",10754.0,326.0,"{""<5"":3,""5-10"":7,""11-20"":12,""21-60"":14,""61-120"":22,""121-240"":47,"">240"":172}","{""Baskin Robbins"":8,""Sheetz"":8,""The Green Turtle"":6}","{""Sheetz"":61,""McDonald's"":45,""Chick-fil-A"":37,""Dunkin'"":29,""Starbucks"":24,""Fresenius Kidney Care"":23,""Exxon Mobil"":23,""Target"":20,""Walmart"":19,""Simon mall"":18,""PetSmart"":16,""Dairy Queen"":16,""Sunoco"":16,""Taco Bell"":16,""Sam's Club"":15,""Lowe's"":15,""CVS"":15,""Wendy's"":14,""Olive Garden"":13,""Martin's Foods"":13}","[2,1,0,0,0,0,3,96,179,194,197,203,199,188,176,83,30,9,7,3,2,0,0,1]","{""Monday"":66,""Tuesday"":56,""Wednesday"":46,""Thursday"":53,""Friday"":52,""Saturday"":4,""Sunday"":0}","{""android"":12,""ios"":43}"
55087,55144,228-222@63s-wh2-bc5,sg:b09c5b7cfaae4b718746d40779d01b54,,,North Side Mennonite Church,716 N Locust St,Hagerstown,MD,21740,,,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,81,44,"[1,2,6,7,0,4,1,3,2,3,3,2,7,0,8,3,1,3,3,1,2,1,3,1,0,2,2,3,4,3]",240430005002,"{""240430005002"":7,""240430107001"":4,""420550117004"":4,""240430112012"":4,""420579603001"":4,""240430105003"":4,""240430004002"":4,""240430112021"":4,""420750042002"":4}","{""240430103003"":4,""240430006012"":4,""240430112021"":4,""240430010014"":4,""420750042002"":4,""420550122002"":4,""240430004002"":4,""240430105003"":4,""240430005002"":4}","{""US"":35}",3615.0,39.0,"{""<5"":1,""5-10"":25,""11-20"":7,""21-60"":16,""61-120"":13,""121-240"":8,"">240"":11}","{""Pilot Flying J"":33}","{""Sheetz"":44,""McDonald's"":39,""Chick-fil-A"":23,""Burger King"":22,""Exxon Mobil"":21,""Walmart"":21,""Dollar General"":16,""Weis Markets"":16,""Sunoco"":16,""Fresenius Kidney Care"":16,""Family Dollar Stores"":15,""Lowe's"":15,""Dollar Tree"":15,""Sam's Club"":15,""Wendy's"":15,""Dairy Queen"":14,""ALDI"":14,""Simon mall"":14,""CVS"":13,""Dunkin'"":12}","[6,7,7,6,6,6,6,6,9,10,12,16,12,11,14,19,12,16,8,6,9,12,11,15]","{""Monday"":7,""Tuesday"":14,""Wednesday"":6,""Thursday"":17,""Friday"":13,""Saturday"":11,""Sunday"":13}","{""android"":28,""ios"":16}"
55638,55695,228-223@63s-whr-9pv,sg:e07c63d90dd042d4aab6cda5bf1277ed,,,Trinity Lutheran Church,15 Randolph Ave,Hagerstown,MD,21740,,,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,40,24,"[2,2,0,0,0,0,0,0,3,2,0,1,0,1,0,1,1,3,2,2,1,1,0,0,1,3,1,3,9,1]",240430005001,"{""240430009003"":4,""240430001001"":4,""240430107001"":4}","{""240276023023"":6,""240430002001"":4,""240430112021"":4}","{""US"":18}",4532.0,23.5,"{""<5"":1,""5-10"":6,""11-20"":10,""21-60"":13,""61-120"":6,""121-240"":2,"">240"":2}","{""Baskin Robbins"":100,""Exxon Mobil"":99}","{""Sheetz"":62,""Exxon Mobil"":38,""7-Eleven"":30,""Family Dollar Stores"":30,""Baskin Robbins"":28,""Dunkin'"":25,""Walmart"":24,""Taco Bell"":23,""McDonald's"":22,""Chick-fil-A"":22,""Roy Rogers"":21,""Burger King"":20,""Popeyes Louisiana Kitchen"":19,""Dollar General"":18,""Mission BBQ"":17,""Weis Markets"":17,""BJ's Restaurants"":16,""Ross Stores"":15,""Simon mall"":15,""KFC"":14}","[2,2,2,2,2,1,1,1,1,1,1,1,3,4,2,0,2,1,5,10,16,12,8,5]","{""Monday"":6,""Tuesday"":3,""Wednesday"":5,""Thursday"":12,""Friday"":7,""Saturday"":3,""Sunday"":4}","{""android"":11,""ios"":11}"
63895,63960,zzw-224@63s-ws4-4d9,sg:cbdd7ed541114c2483c4fb305c576a38,zzw-223@63s-ws4-45f,sg:d2b7ae80f88842bdbd3dc82732977578,United Optical,1580 Wesel Blvd Ste D,Hagerstown,MD,21740,,,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,9,9,"[1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,2,1,0,0,0,0,0]",240430009003,"{""240430106001"":4}","{""240430106001"":5,""240430112023"":4,""240430009002"":4,""420010311021"":4}","{""US"":10}",12999.0,65.0,"{""<5"":0,""5-10"":1,""11-20"":0,""21-60"":2,""61-120"":6,""121-240"":0,"">240"":0}",{},"{""Walmart"":71,""Sheetz"":66,""Chick-fil-A"":49,""McDonald's"":40,""Lowe's"":39,""Martin's Foods"":33,""PetSmart"":31,""Sunoco"":31,""Dunkin'"":29,""CVS"":28,""Wendy's"":27,""Target"":26,""Starbucks"":25,""Roy Rogers"":22,""Rutter's Farm Stores"":22,""Music & Arts"":22,""Gabe's"":22,""Red Robin Gourmet Burgers"":22,""Marshalls"":21,""ALDI"":21}","[0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,4,5,2,0,0,0,0]","{""Monday"":0,""Tuesday"":1,""Wednesday"":1,""Thursday"":1,""Friday"":1,""Saturday"":3,""Sunday"":2}","{""android"":9,""ios"":0}"
65146,65212,222-222@63s-ws4-w6k,sg:3ad5be1f579242ae85d0abb02f6b126f,,,Concordia Lutheran Church,17906 Garden Ln,Halfway,MD,21740,,,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,121,32,"[10,6,4,7,5,8,10,8,7,1,3,2,4,7,2,2,0,2,2,2,6,6,0,0,1,1,4,7,2,2]",240430010013,"{""240430010013"":7,""240430112013"":5,""250277095023"":4,""540039713002"":4,""420550118001"":4,""240430109001"":4,""240430010022"":4}","{""240430109001"":5,""240430010013"":4,""240430010022"":4,""540039713002"":4,""540039714001"":4,""240217526011"":4,""240430006022"":4,""240430006012"":4,""250277095023"":4}","{""US"":28}",7331.0,76.0,"{""<5"":2,""5-10"":20,""11-20"":7,""21-60"":25,""61-120"":15,""121-240"":14,"">240"":38}","{""Days Inn"":20,""Mr. Tire"":12}","{""Sheetz"":49,""Walmart"":26,""McDonald's"":26,""Sam's Club"":25,""CVS"":16,""Dollar General"":15,""Fresenius Kidney Care"":12,""BP"":12,""Dunkin'"":12,""Exxon Mobil"":12,""Denny's"":11,""Buffalo Wild Wings"":11,""Simon mall"":10,""Lowe's"":10,""Wendy's"":10,""Roy Rogers"":9,""Martin's Foods"":9,""Sky Zone"":9,""BJ's Restaurants"":9,""Golden Corral"":9}","[17,16,18,16,16,18,18,20,45,45,39,45,42,27,7,7,12,17,23,13,16,17,17,15]","{""Monday"":10,""Tuesday"":18,""Wednesday"":30,""Thursday"":28,""Friday"":17,""Saturday"":5,""Sunday"":13}","{""android"":15,""ios"":14}"
65281,65348,222-222@63s-wh9-g8v,sg:45ed1f63f9384b78bd9d30aa0b050a85,,,Maugans Avenue Carwash,18515 Maugans Ave,Fountainhead-Orchard Hills,MD,21742,,,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,2,2,"[0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0]",240430103001,"{""420550117003"":4}",{},"{""US"":4}",,15.5,"{""<5"":0,""5-10"":1,""11-20"":0,""21-60"":1,""61-120"":0,""121-240"":0,"">240"":0}",{},"{""Sheetz"":99,""Dunkin'"":96,""Exxon Mobil"":96,""McDonald's"":85,""Iron Mountain"":50,""Target Distribution"":50,""Daltile"":50,""Beacon Roofing Supply"":50,""M&T Bank"":50,""Sunbelt Rentals"":50,""Rutter's Farm Stores"":50,""Amazon Distribution"":50,""Kawasaki Motors"":50,""Fastenal"":50,""U-Haul"":50,""Cicis"":50,""TravelCenters of America"":50,""BJ's Wholesale Club"":49,""Outback Steakhouse"":49,""CrossFit"":49}","[0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0]","{""Monday"":0,""Tuesday"":1,""Wednesday"":0,""Thursday"":0,""Friday"":0,""Saturday"":1,""Sunday"":0}","{""android"":0,""ios"":0}"
67964,68035,224-222@63s-wh8-rc5,sg:2f67bc1113cf46eb825d2bcb41e06627,,,Longmeadow Animal Hospital,19764 Longmeadow Rd,Paramount-Long Meadow,MD,21742,,,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,21,2,"[4,2,0,0,1,2,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1]",240430102003,"{""420550125022"":4}",{},{},,277.0,"{""<5"":0,""5-10"":0,""11-20"":0,""21-60"":1,""61-120"":6,""121-240"":2,"">240"":12}","{""Sam's Club"":99}","{""Sam's Club"":97,""Walmart"":82,""Martin's Foods"":50,""Flooring America"":50,""M&T Bank"":50,""BB&T (Branch Banking and Trust)"":50,""Bealls Outlet"":50,""Habitat for Humanity ReStore"":50,""Tractor Supply Co."":48,""Hobby Lobby Stores"":48,""United States Postal Service (USPS)"":48,""Lowe's"":45,""CVS"":45,""Walgreens"":43,""McDonald's"":35}","[0,0,0,0,0,0,1,7,9,11,12,14,14,12,12,11,8,10,11,5,0,0,0,0]","{""Monday"":2,""Tuesday"":4,""Wednesday"":3,""Thursday"":6,""Friday"":4,""Saturday"":2,""Sunday"":0}","{""android"":0,""ios"":0}"
69910,69984,22h-222@63s-wh2-tvz,sg:dfa75209f7d6437f985f3375b0291cd2,zzw-222@63s-wgz-tvz,sg:b50f7578ab574853819746421b4bc325,Rooster Moon Coffeehouse,1551 Potomac Ave,Hagerstown,MD,21742,,,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,339,230,"[9,11,18,2,25,14,13,14,7,12,11,8,8,6,12,9,23,20,8,6,10,12,10,12,16,9,4,8,9,13]",240430103003,"{""240430103002"":10,""240430112013"":9,""240430103003"":8,""240430001001"":7,""240430112014"":7,""240430113013"":6,""240430102004"":6,""240430104003"":6,""240430113021"":5,""240430002002"":5,""240430001002"":4,""240430103001"":4,""540039720003"":4,""240430116001"":4,""420550117002"":4,""240430106002"":4,""240317044031"":4,""540039711023"":4,""540039711025"":4,""240430002001"":4,""240430112021"":4,""240430106003"":4,""420550121001"":4,""240430005003"":4,""240430111001"":4,""240217528021"":4,""240430010011"":4,""240430106001"":4,""240430102002"":4,""240430102003"":4,""540039711011"":4,""240430006011"":4,""420550125011"":4,""240430108022"":4,""240430113012"":4,""240430109003"":4}","{""240430112014"":9,""240430103002"":8,""240430112013"":7,""420130110011"":6,""240430103003"":6,""240430103001"":6,""240430002002"":6,""240430104003"":5,""240430106001"":5,""240430004003"":5,""240430002001"":4,""240430113021"":4,""240430010011"":4,""240217529001"":4,""240430005003"":4,""240430109003"":4,""240430113011"":4,""240217510033"":4,""240430102003"":4,""420550121001"":4,""240317044031"":4,""240430115002"":4,""240217519042"":4,""420550116003"":4,""240430010022"":4,""420099606005"":4,""240430112021"":4,""240430009003"":4,""420550117002"":4,""420010316004"":4,""240430113013"":4,""240317032011"":4,""240430109001"":4,""240430108022"":4,""540039713002"":4,""240430008002"":4,""240430006012"":4,""540039711025"":4,""240430105003"":4,""240430010013"":4,""240430003012"":4,""240217505034"":4,""540039721013"":4,""420550124002"":4}","{""US"":227}",8722.0,11.0,"{""<5"":17,""5-10"":145,""11-20"":64,""21-60"":76,""61-120"":28,""121-240"":7,"">240"":2}","{""McDonald's"":29,""GameStop"":22,""Planet Fitness"":12,""Red Robin Gourmet Burgers"":11,""The UPS Store"":10,""Lowe's"":9,""Big Lots Stores"":8,""Domino's Pizza"":8,""Sam's Club"":8,""Simon mall"":8}","{""Sheetz"":65,""McDonald's"":44,""Walmart"":42,""Lowe's"":39,""CVS"":37,""Exxon Mobil"":31,""Dunkin'"":30,""Chick-fil-A"":28,""Dollar General"":28,""Martin's Foods"":27,""Simon mall"":25,""Starbucks"":25,""Sam's Club"":24,""Weis Markets"":22,""Wendy's"":21,""Taco Bell"":21,""Target"":20,""Fresenius Kidney Care"":19,""Burger King"":15,""Tractor Supply Co."":15}","[0,0,0,0,0,1,1,7,35,71,73,59,44,32,33,38,30,16,21,7,1,1,0,0]","{""Monday"":50,""Tuesday"":32,""Wednesday"":37,""Thursday"":56,""Friday"":50,""Saturday"":65,""Sunday"":49}","{""android"":107,""ios"":120}"
